child,parent
ICD10-CM:S37.439D,INJ047
ICD10-CM:S37.439S,INJ073
ICD10-CM:S37.491A,INJ010
ICD10-CM:S37.491D,INJ047
ICD10-CM:S37.491S,INJ073
ICD10-CM:S37.492A,INJ010
ICD10-CM:S37.492D,INJ047
ICD10-CM:S37.492S,INJ073
ICD10-CM:S37.499A,INJ010
ICD10-CM:S37.499D,INJ047
ICD10-CM:S37.499S,INJ073
ICD10-CM:S37.501A,INJ010
ICD10-CM:S37.501D,INJ047
ICD10-CM:S37.501S,INJ073
ICD10-CM:S37.502A,INJ010
ICD10-CM:S37.502D,INJ047
ICD10-CM:S37.502S,INJ073
ICD10-CM:S37.509A,INJ010
ICD10-CM:S37.509D,INJ047
ICD10-CM:S37.509S,INJ073
ICD10-CM:S37.511A,INJ010
ICD10-CM:S37.511D,INJ047
ICD10-CM:S37.511S,INJ073
ICD10-CM:S37.512A,INJ010
ICD10-CM:S37.512D,INJ047
ICD10-CM:S37.512S,INJ073
ICD10-CM:S37.519A,INJ010
ICD10-CM:S37.519D,INJ047
ICD10-CM:S37.519S,INJ073
ICD10-CM:S37.521A,INJ010
ICD10-CM:S37.521D,INJ047
ICD10-CM:S37.521S,INJ073
ICD10-CM:S37.522A,INJ010
ICD10-CM:S37.522D,INJ047
ICD10-CM:S37.522S,INJ073
ICD10-CM:S37.529A,INJ010
ICD10-CM:S37.529D,INJ047
ICD10-CM:S37.529S,INJ073
ICD10-CM:S37.531A,INJ010
ICD10-CM:S37.531D,INJ047
ICD10-CM:S37.531S,INJ073
ICD10-CM:S37.532A,INJ010
ICD10-CM:S37.532D,INJ047
ICD10-CM:S37.532S,INJ073
ICD10-CM:S37.539A,INJ010
ICD10-CM:S37.539D,INJ047
ICD10-CM:S37.539S,INJ073
ICD10-CM:S37.591A,INJ010
ICD10-CM:S37.591D,INJ047
ICD10-CM:S37.591S,INJ073
ICD10-CM:S37.592A,INJ010
ICD10-CM:S37.592D,INJ047
ICD10-CM:S37.592S,INJ073
ICD10-CM:S37.599A,INJ010
ICD10-CM:S37.599D,INJ047
ICD10-CM:S37.599S,INJ073
ICD10-CM:S37.60XA,INJ010
ICD10-CM:S37.60XD,INJ047
ICD10-CM:S37.60XS,INJ073
ICD10-CM:S37.62XA,INJ010
ICD10-CM:S37.62XD,INJ047
ICD10-CM:S37.62XS,INJ073
ICD10-CM:S37.63XA,INJ010
ICD10-CM:S37.63XD,INJ047
ICD10-CM:S37.63XS,INJ073
ICD10-CM:S37.69XA,INJ010
ICD10-CM:S37.69XD,INJ047
ICD10-CM:S37.69XS,INJ073
ICD10-CM:S37.812A,INJ010
ICD10-CM:S37.812D,INJ047
ICD10-CM:S37.812S,INJ073
ICD10-CM:S37.813A,INJ010
ICD10-CM:S37.813D,INJ047
ICD10-CM:S37.813S,INJ073
ICD10-CM:S37.818A,INJ010
ICD10-CM:S37.818D,INJ047
ICD10-CM:S37.818S,INJ073
ICD10-CM:S37.819A,INJ010
ICD10-CM:S37.819D,INJ047
ICD10-CM:S37.819S,INJ073
ICD10-CM:S37.822A,INJ010
ICD10-CM:S37.822D,INJ047
ICD10-CM:S37.822S,INJ073
ICD10-CM:S37.823A,INJ010
ICD10-CM:S37.823D,INJ047
ICD10-CM:S37.823S,INJ073
ICD10-CM:S37.828A,INJ010
ICD10-CM:S37.828D,INJ047
ICD10-CM:S37.828S,INJ073
ICD10-CM:S37.829A,INJ010
ICD10-CM:S37.829D,INJ047
ICD10-CM:S37.829S,INJ073
ICD10-CM:S37.892A,INJ010
ICD10-CM:S37.892D,INJ047
ICD10-CM:S37.892S,INJ073
ICD10-CM:S37.893A,INJ010
ICD10-CM:S37.893D,INJ047
ICD10-CM:S37.893S,INJ073
ICD10-CM:S37.898A,INJ010
ICD10-CM:S37.898D,INJ047
ICD10-CM:S37.898S,INJ073
ICD10-CM:S37.899A,INJ010
ICD10-CM:S37.899D,INJ047
ICD10-CM:S37.899S,INJ073
ICD10-CM:S37.90XA,INJ010
ICD10-CM:S37.90XD,INJ047
ICD10-CM:S37.90XS,INJ073
ICD10-CM:S37.92XA,INJ010
ICD10-CM:S37.92XD,INJ047
ICD10-CM:S37.92XS,INJ073
ICD10-CM:S37.93XA,INJ010
ICD10-CM:S37.93XD,INJ047
ICD10-CM:S37.93XS,INJ073
ICD10-CM:S37.99XA,INJ010
ICD10-CM:S37.99XD,INJ047
ICD10-CM:S37.99XS,INJ073
ICD10-CM:S38.001A,INJ018
ICD10-CM:S38.001D,INJ055
ICD10-CM:S38.001S,INJ073
ICD10-CM:S38.002A,INJ018
ICD10-CM:S38.002D,INJ055
ICD10-CM:S38.002S,INJ073
ICD10-CM:S38.01XA,INJ018
ICD10-CM:S38.01XD,INJ055
ICD10-CM:S38.01XS,INJ073
ICD10-CM:S38.02XA,INJ018
ICD10-CM:S38.02XD,INJ055
ICD10-CM:S38.02XS,INJ073
ICD10-CM:S38.03XA,INJ018
ICD10-CM:S38.03XD,INJ055
ICD10-CM:S38.03XS,INJ073
ICD10-CM:S38.1XXA,INJ018
ICD10-CM:S38.1XXD,INJ055
ICD10-CM:S38.1XXS,INJ073
ICD10-CM:S38.211A,INJ015
ICD10-CM:S38.211D,INJ052
ICD10-CM:S38.211S,INJ073
ICD10-CM:S38.212A,INJ015
ICD10-CM:S38.212D,INJ052
ICD10-CM:S38.212S,INJ073
ICD10-CM:S38.221A,INJ015
ICD10-CM:S38.221D,INJ052
ICD10-CM:S38.221S,INJ073
ICD10-CM:S38.222A,INJ015
ICD10-CM:S38.222D,INJ052
ICD10-CM:S38.222S,INJ073
ICD10-CM:S38.231A,INJ015
ICD10-CM:S38.231D,INJ052
ICD10-CM:S38.231S,INJ073
ICD10-CM:S38.232A,INJ015
ICD10-CM:S38.232D,INJ052
ICD10-CM:S38.232S,INJ073
ICD10-CM:S38.3XXA,INJ015
ICD10-CM:S38.3XXD,INJ052
ICD10-CM:S38.3XXS,INJ073
ICD10-CM:S39.001A,INJ025
ICD10-CM:S39.001D,INJ062
ICD10-CM:S39.001S,INJ073
ICD10-CM:S39.002A,INJ025
ICD10-CM:S39.002D,INJ062
ICD10-CM:S39.002S,INJ073
ICD10-CM:S39.003A,INJ025
ICD10-CM:S39.003D,INJ062
ICD10-CM:S39.003S,INJ073
ICD10-CM:S39.011A,INJ024
ICD10-CM:S39.011D,INJ061
ICD10-CM:S39.011S,INJ073
ICD10-CM:S39.012A,INJ024
ICD10-CM:S39.012D,INJ061
ICD10-CM:S39.012S,INJ073
ICD10-CM:S39.013A,INJ024
ICD10-CM:S39.013D,INJ061
ICD10-CM:S39.013S,INJ073
ICD10-CM:S39.021A,INJ025
ICD10-CM:S39.021D,INJ062
ICD10-CM:S39.021S,INJ073
ICD10-CM:S39.022A,INJ025
ICD10-CM:S39.022D,INJ062
ICD10-CM:S39.022S,INJ073
ICD10-CM:S39.023A,INJ025
ICD10-CM:S39.023D,INJ062
ICD10-CM:S39.023S,INJ073
ICD10-CM:S39.091A,INJ025
ICD10-CM:S39.091D,INJ062
ICD10-CM:S39.091S,INJ073
ICD10-CM:S39.092A,INJ025
ICD10-CM:S39.092D,INJ062
ICD10-CM:S39.092S,INJ073
ICD10-CM:S39.093A,INJ025
ICD10-CM:S39.093D,INJ062
ICD10-CM:S39.093S,INJ073
ICD10-CM:S39.81XA,INJ026
ICD10-CM:S39.81XD,INJ063
ICD10-CM:S39.81XS,INJ073
ICD10-CM:S39.82XA,INJ026
ICD10-CM:S39.82XD,INJ063
ICD10-CM:S39.82XS,INJ073
ICD10-CM:S39.83XA,INJ026
ICD10-CM:S39.83XD,INJ063
ICD10-CM:S39.83XS,INJ073
ICD10-CM:S39.840A,INJ026
ICD10-CM:S39.840D,INJ063
ICD10-CM:S39.840S,INJ073
ICD10-CM:S39.848A,INJ026
ICD10-CM:S39.848D,INJ063
ICD10-CM:S39.848S,INJ073
ICD10-CM:S39.91XA,INJ027
ICD10-CM:S39.91XD,INJ064
ICD10-CM:S39.91XS,INJ073
ICD10-CM:S39.92XA,INJ027
ICD10-CM:S39.92XD,INJ064
ICD10-CM:S39.92XS,INJ073
ICD10-CM:S39.93XA,INJ027
ICD10-CM:S39.93XD,INJ064
ICD10-CM:S39.93XS,INJ073
ICD10-CM:S39.94XA,INJ027
ICD10-CM:S39.94XD,INJ064
ICD10-CM:S39.94XS,INJ073
ICD10-CM:S40.011A,INJ017
ICD10-CM:S40.011D,INJ054
ICD10-CM:S40.011S,INJ073
ICD10-CM:S40.012A,INJ017
ICD10-CM:S40.012D,INJ054
ICD10-CM:S40.012S,INJ073
ICD10-CM:S40.019A,INJ017
ICD10-CM:S40.019D,INJ054
ICD10-CM:S40.019S,INJ073
ICD10-CM:S40.021A,INJ017
ICD10-CM:S40.021D,INJ054
ICD10-CM:S40.021S,INJ073
ICD10-CM:S40.022A,INJ017
ICD10-CM:S40.022D,INJ054
ICD10-CM:S40.022S,INJ073
ICD10-CM:S40.029A,INJ017
ICD10-CM:S40.029D,INJ054
ICD10-CM:S40.029S,INJ073
ICD10-CM:S40.211A,INJ017
ICD10-CM:S40.211D,INJ054
ICD10-CM:S40.211S,INJ073
ICD10-CM:S40.212A,INJ017
ICD10-CM:S40.212D,INJ054
ICD10-CM:S40.212S,INJ073
ICD10-CM:S40.219A,INJ017
ICD10-CM:S40.219D,INJ054
ICD10-CM:S40.219S,INJ073
ICD10-CM:S40.221A,INJ017
ICD10-CM:S40.221D,INJ054
ICD10-CM:S40.221S,INJ073
ICD10-CM:S40.222A,INJ017
ICD10-CM:S40.222D,INJ054
ICD10-CM:S40.222S,INJ073
ICD10-CM:S40.229A,INJ017
ICD10-CM:S40.229D,INJ054
ICD10-CM:S40.229S,INJ073
ICD10-CM:S40.241A,INJ017
ICD10-CM:S40.241D,INJ054
ICD10-CM:S40.241S,INJ073
ICD10-CM:S40.242A,INJ017
ICD10-CM:S40.242D,INJ054
ICD10-CM:S40.242S,INJ073
ICD10-CM:S40.249A,INJ017
ICD10-CM:S40.249D,INJ054
ICD10-CM:S40.249S,INJ073
ICD10-CM:S40.251A,INJ017
ICD10-CM:S40.251D,INJ054
ICD10-CM:S40.251S,INJ073
ICD10-CM:S40.252A,INJ017
ICD10-CM:S40.252D,INJ054
ICD10-CM:S40.252S,INJ073
ICD10-CM:S40.259A,INJ017
ICD10-CM:S40.259D,INJ054
ICD10-CM:S40.259S,INJ073
ICD10-CM:S40.261A,INJ017
ICD10-CM:S40.261D,INJ054
ICD10-CM:S40.261S,INJ073
ICD10-CM:S40.262A,INJ017
ICD10-CM:S40.262D,INJ054
ICD10-CM:S40.262S,INJ073
ICD10-CM:S40.269A,INJ017
ICD10-CM:S40.269D,INJ054
ICD10-CM:S40.269S,INJ073
ICD10-CM:S40.271A,INJ017
ICD10-CM:S40.271D,INJ054
ICD10-CM:S40.271S,INJ073
ICD10-CM:S40.272A,INJ017
ICD10-CM:S40.272D,INJ054
ICD10-CM:S40.272S,INJ073
ICD10-CM:S40.279A,INJ017
ICD10-CM:S40.279D,INJ054
ICD10-CM:S40.279S,INJ073
ICD10-CM:S40.811A,INJ017
ICD10-CM:S40.811D,INJ054
ICD10-CM:S40.811S,INJ073
ICD10-CM:S40.812A,INJ017
ICD10-CM:S40.812D,INJ054
ICD10-CM:S40.812S,INJ073
ICD10-CM:S40.819A,INJ017
ICD10-CM:S40.819D,INJ054
ICD10-CM:S40.819S,INJ073
ICD10-CM:S40.821A,INJ017
ICD10-CM:S40.821D,INJ054
ICD10-CM:S40.821S,INJ073
ICD10-CM:S40.822A,INJ017
ICD10-CM:S40.822D,INJ054
ICD10-CM:S40.822S,INJ073
ICD10-CM:S40.829A,INJ017
ICD10-CM:S40.829D,INJ054
ICD10-CM:S40.829S,INJ073
ICD10-CM:S40.841A,INJ017
ICD10-CM:S40.841D,INJ054
ICD10-CM:S40.841S,INJ073
ICD10-CM:S40.842A,INJ017
ICD10-CM:S40.842D,INJ054
ICD10-CM:S40.842S,INJ073
ICD10-CM:S40.849A,INJ017
ICD10-CM:S40.849D,INJ054
ICD10-CM:S40.849S,INJ073
ICD10-CM:S40.851A,INJ017
ICD10-CM:S40.851D,INJ054
ICD10-CM:S40.851S,INJ073
ICD10-CM:S40.852A,INJ017
ICD10-CM:S40.852D,INJ054
ICD10-CM:S40.852S,INJ073
ICD10-CM:S40.859A,INJ017
ICD10-CM:S40.859D,INJ054
ICD10-CM:S40.859S,INJ073
ICD10-CM:S40.861A,INJ017
ICD10-CM:S40.861D,INJ054
ICD10-CM:S40.861S,INJ073
ICD10-CM:S40.862A,INJ017
ICD10-CM:S40.862D,INJ054
ICD10-CM:S40.862S,INJ073
ICD10-CM:S40.869A,INJ017
ICD10-CM:S40.869D,INJ054
ICD10-CM:S40.869S,INJ073
ICD10-CM:S40.871A,INJ017
ICD10-CM:S40.871D,INJ054
ICD10-CM:S40.871S,INJ073
ICD10-CM:S40.872A,INJ017
ICD10-CM:S40.872D,INJ054
ICD10-CM:S40.872S,INJ073
ICD10-CM:S40.879A,INJ017
ICD10-CM:S40.879D,INJ054
ICD10-CM:S40.879S,INJ073
ICD10-CM:S40.911A,INJ017
ICD10-CM:S40.911D,INJ054
ICD10-CM:S40.911S,INJ073
ICD10-CM:S40.912A,INJ017
ICD10-CM:S40.912D,INJ054
ICD10-CM:S40.912S,INJ073
ICD10-CM:S40.919A,INJ017
ICD10-CM:S40.919D,INJ054
ICD10-CM:S40.919S,INJ073
ICD10-CM:S40.921A,INJ017
ICD10-CM:S40.921D,INJ054
ICD10-CM:S40.921S,INJ073
ICD10-CM:S40.922A,INJ017
ICD10-CM:S40.922D,INJ054
ICD10-CM:S40.922S,INJ073
ICD10-CM:S40.929A,INJ017
ICD10-CM:S40.929D,INJ054
ICD10-CM:S40.929S,INJ073
ICD10-CM:S41.001A,INJ012
ICD10-CM:S41.001D,INJ049
ICD10-CM:S41.001S,INJ073
ICD10-CM:S41.002A,INJ012
ICD10-CM:S41.002D,INJ049
ICD10-CM:S41.002S,INJ073
ICD10-CM:S41.009A,INJ012
ICD10-CM:S41.009D,INJ049
ICD10-CM:S41.009S,INJ073
ICD10-CM:S41.011A,INJ012
ICD10-CM:S41.011D,INJ049
ICD10-CM:S41.011S,INJ073
ICD10-CM:S41.012A,INJ012
ICD10-CM:S41.012D,INJ049
ICD10-CM:S41.012S,INJ073
ICD10-CM:S41.019A,INJ012
ICD10-CM:S41.019D,INJ049
ICD10-CM:S41.019S,INJ073
ICD10-CM:S41.021A,INJ012
ICD10-CM:S41.021D,INJ049
ICD10-CM:S41.021S,INJ073
ICD10-CM:S41.022A,INJ012
ICD10-CM:S41.022D,INJ049
ICD10-CM:S41.022S,INJ073
ICD10-CM:S41.029A,INJ012
ICD10-CM:S41.029D,INJ049
ICD10-CM:S41.029S,INJ073
ICD10-CM:S41.031A,INJ012
ICD10-CM:S41.031D,INJ049
ICD10-CM:S41.031S,INJ073
ICD10-CM:S41.032A,INJ012
ICD10-CM:S41.032D,INJ049
ICD10-CM:S41.032S,INJ073
ICD10-CM:S41.039A,INJ012
ICD10-CM:S41.039D,INJ049
ICD10-CM:S41.039S,INJ073
ICD10-CM:S41.041A,INJ012
ICD10-CM:S41.041D,INJ049
ICD10-CM:S41.041S,INJ073
ICD10-CM:S41.042A,INJ012
ICD10-CM:S41.042D,INJ049
ICD10-CM:S41.042S,INJ073
ICD10-CM:S41.049A,INJ012
ICD10-CM:S41.049D,INJ049
ICD10-CM:S41.049S,INJ073
ICD10-CM:S41.051A,INJ012
ICD10-CM:S41.051D,INJ049
ICD10-CM:S41.051S,INJ073
ICD10-CM:S41.052A,INJ012
ICD10-CM:S41.052D,INJ049
ICD10-CM:S41.052S,INJ073
ICD10-CM:S41.059A,INJ012
ICD10-CM:S41.059D,INJ049
ICD10-CM:S41.059S,INJ073
ICD10-CM:S41.101A,INJ012
ICD10-CM:S41.101D,INJ049
ICD10-CM:S41.101S,INJ073
ICD10-CM:S41.102A,INJ012
ICD10-CM:S41.102D,INJ049
ICD10-CM:S41.102S,INJ073
ICD10-CM:S41.109A,INJ012
ICD10-CM:S41.109D,INJ049
ICD10-CM:S41.109S,INJ073
ICD10-CM:S41.111A,INJ012
ICD10-CM:S41.111D,INJ049
ICD10-CM:S41.111S,INJ073
ICD10-CM:S41.112A,INJ012
ICD10-CM:S41.112D,INJ049
ICD10-CM:S41.112S,INJ073
ICD10-CM:S41.119A,INJ012
ICD10-CM:S41.119D,INJ049
ICD10-CM:S41.119S,INJ073
ICD10-CM:S41.121A,INJ012
ICD10-CM:S41.121D,INJ049
ICD10-CM:S41.121S,INJ073
ICD10-CM:S41.122A,INJ012
ICD10-CM:S41.122D,INJ049
ICD10-CM:S41.122S,INJ073
ICD10-CM:S41.129A,INJ012
ICD10-CM:S41.129D,INJ049
ICD10-CM:S41.129S,INJ073
ICD10-CM:S41.131A,INJ012
ICD10-CM:S41.131D,INJ049
ICD10-CM:S41.131S,INJ073
ICD10-CM:S41.132A,INJ012
ICD10-CM:S41.132D,INJ049
ICD10-CM:S41.132S,INJ073
ICD10-CM:S41.139A,INJ012
ICD10-CM:S41.139D,INJ049
ICD10-CM:S41.139S,INJ073
ICD10-CM:S41.141A,INJ012
ICD10-CM:S41.141D,INJ049
ICD10-CM:S41.141S,INJ073
ICD10-CM:S41.142A,INJ012
ICD10-CM:S41.142D,INJ049
ICD10-CM:S41.142S,INJ073
ICD10-CM:S41.149A,INJ012
ICD10-CM:S41.149D,INJ049
ICD10-CM:S41.149S,INJ073
ICD10-CM:S41.151A,INJ012
ICD10-CM:S41.151D,INJ049
ICD10-CM:S41.151S,INJ073
ICD10-CM:S41.152A,INJ012
ICD10-CM:S41.152D,INJ049
ICD10-CM:S41.152S,INJ073
ICD10-CM:S41.159A,INJ012
ICD10-CM:S41.159D,INJ049
ICD10-CM:S41.159S,INJ073
ICD10-CM:S42.001A,INJ004
ICD10-CM:S42.001B,INJ004
ICD10-CM:S42.001D,INJ041
ICD10-CM:S42.001G,INJ041
ICD10-CM:S42.001K,INJ041
ICD10-CM:S42.001P,INJ041
ICD10-CM:S42.001S,INJ073
ICD10-CM:S42.002A,INJ004
ICD10-CM:S42.002B,INJ004
ICD10-CM:S42.002D,INJ041
ICD10-CM:S42.002G,INJ041
ICD10-CM:S42.002K,INJ041
ICD10-CM:S42.002P,INJ041
ICD10-CM:S42.002S,INJ073
ICD10-CM:S42.009A,INJ004
ICD10-CM:S42.009B,INJ004
ICD10-CM:S42.009D,INJ041
ICD10-CM:S42.009G,INJ041
ICD10-CM:S42.009K,INJ041
ICD10-CM:S42.009P,INJ041
ICD10-CM:S42.009S,INJ073
ICD10-CM:S42.011A,INJ004
ICD10-CM:S42.011B,INJ004
ICD10-CM:S42.011D,INJ041
ICD10-CM:S42.011G,INJ041
ICD10-CM:S42.011K,INJ041
ICD10-CM:S42.011P,INJ041
ICD10-CM:S42.011S,INJ073
ICD10-CM:S42.012A,INJ004
ICD10-CM:S42.012B,INJ004
ICD10-CM:S42.012D,INJ041
ICD10-CM:S42.012G,INJ041
ICD10-CM:S42.012K,INJ041
ICD10-CM:S42.012P,INJ041
ICD10-CM:S42.012S,INJ073
ICD10-CM:S42.013A,INJ004
ICD10-CM:S42.013B,INJ004
ICD10-CM:S42.013D,INJ041
ICD10-CM:S42.013G,INJ041
ICD10-CM:S42.013K,INJ041
ICD10-CM:S42.013P,INJ041
ICD10-CM:S42.013S,INJ073
ICD10-CM:S42.014A,INJ004
ICD10-CM:S42.014B,INJ004
ICD10-CM:S42.014D,INJ041
ICD10-CM:S42.014G,INJ041
ICD10-CM:S42.014K,INJ041
ICD10-CM:S42.014P,INJ041
ICD10-CM:S42.014S,INJ073
ICD10-CM:S42.015A,INJ004
ICD10-CM:S42.015B,INJ004
ICD10-CM:S42.015D,INJ041
ICD10-CM:S42.015G,INJ041
ICD10-CM:S42.015K,INJ041
ICD10-CM:S42.015P,INJ041
ICD10-CM:S42.015S,INJ073
ICD10-CM:S42.016A,INJ004
ICD10-CM:S42.016B,INJ004
ICD10-CM:S42.016D,INJ041
ICD10-CM:S42.016G,INJ041
ICD10-CM:S42.016K,INJ041
ICD10-CM:S42.016P,INJ041
ICD10-CM:S42.016S,INJ073
ICD10-CM:S42.017A,INJ004
ICD10-CM:S42.017B,INJ004
ICD10-CM:S42.017D,INJ041
ICD10-CM:S42.017G,INJ041
ICD10-CM:S42.017K,INJ041
ICD10-CM:S42.017P,INJ041
ICD10-CM:S42.017S,INJ073
ICD10-CM:S42.018A,INJ004
ICD10-CM:S42.018B,INJ004
ICD10-CM:S42.018D,INJ041
ICD10-CM:S42.018G,INJ041
ICD10-CM:S42.018K,INJ041
ICD10-CM:S42.018P,INJ041
ICD10-CM:S42.018S,INJ073
ICD10-CM:S42.019A,INJ004
ICD10-CM:S42.019B,INJ004
ICD10-CM:S42.019D,INJ041
ICD10-CM:S42.019G,INJ041
ICD10-CM:S42.019K,INJ041
ICD10-CM:S42.019P,INJ041
ICD10-CM:S42.019S,INJ073
ICD10-CM:S42.021A,INJ004
ICD10-CM:S42.021B,INJ004
ICD10-CM:S42.021D,INJ041
ICD10-CM:S42.021G,INJ041
ICD10-CM:S42.021K,INJ041
ICD10-CM:S42.021P,INJ041
ICD10-CM:S42.021S,INJ073
ICD10-CM:S42.022A,INJ004
ICD10-CM:S42.022B,INJ004
ICD10-CM:S42.022D,INJ041
ICD10-CM:S42.022G,INJ041
ICD10-CM:S42.022K,INJ041
ICD10-CM:S42.022P,INJ041
ICD10-CM:S42.022S,INJ073
ICD10-CM:S42.023A,INJ004
ICD10-CM:S42.023B,INJ004
ICD10-CM:S42.023D,INJ041
ICD10-CM:S42.023G,INJ041
ICD10-CM:S42.023K,INJ041
ICD10-CM:S42.023P,INJ041
ICD10-CM:S42.023S,INJ073
ICD10-CM:S42.024A,INJ004
ICD10-CM:S42.024B,INJ004
ICD10-CM:S42.024D,INJ041
ICD10-CM:S42.024G,INJ041
ICD10-CM:S42.024K,INJ041
ICD10-CM:S42.024P,INJ041
ICD10-CM:S42.024S,INJ073
ICD10-CM:S42.025A,INJ004
ICD10-CM:S42.025B,INJ004
ICD10-CM:S42.025D,INJ041
ICD10-CM:S42.025G,INJ041
ICD10-CM:S42.025K,INJ041
ICD10-CM:S42.025P,INJ041
ICD10-CM:S42.025S,INJ073
ICD10-CM:S42.026A,INJ004
ICD10-CM:S42.026B,INJ004
ICD10-CM:S42.026D,INJ041
ICD10-CM:S42.026G,INJ041
ICD10-CM:S42.026K,INJ041
ICD10-CM:S42.026P,INJ041
ICD10-CM:S42.026S,INJ073
ICD10-CM:S42.031A,INJ004
ICD10-CM:S42.031B,INJ004
ICD10-CM:S42.031D,INJ041
ICD10-CM:S42.031G,INJ041
ICD10-CM:S42.031K,INJ041
ICD10-CM:S42.031P,INJ041
ICD10-CM:S42.031S,INJ073
ICD10-CM:S42.032A,INJ004
ICD10-CM:S42.032B,INJ004
ICD10-CM:S42.032D,INJ041
ICD10-CM:S42.032G,INJ041
ICD10-CM:S42.032K,INJ041
ICD10-CM:S42.032P,INJ041
ICD10-CM:S42.032S,INJ073
ICD10-CM:S42.033A,INJ004
ICD10-CM:S42.033B,INJ004
ICD10-CM:S42.033D,INJ041
ICD10-CM:S42.033G,INJ041
ICD10-CM:S42.033K,INJ041
ICD10-CM:S42.033P,INJ041
ICD10-CM:S42.033S,INJ073
ICD10-CM:S42.034A,INJ004
ICD10-CM:S42.034B,INJ004
ICD10-CM:S42.034D,INJ041
ICD10-CM:S42.034G,INJ041
ICD10-CM:S42.034K,INJ041
ICD10-CM:S42.034P,INJ041
ICD10-CM:S42.034S,INJ073
ICD10-CM:S42.035A,INJ004
ICD10-CM:S42.035B,INJ004
ICD10-CM:S42.035D,INJ041
ICD10-CM:S42.035G,INJ041
ICD10-CM:S42.035K,INJ041
ICD10-CM:S42.035P,INJ041
ICD10-CM:S42.035S,INJ073
ICD10-CM:S42.036A,INJ004
ICD10-CM:S42.036B,INJ004
ICD10-CM:S42.036D,INJ041
ICD10-CM:S42.036G,INJ041
ICD10-CM:S42.036K,INJ041
ICD10-CM:S42.036P,INJ041
ICD10-CM:S42.036S,INJ073
ICD10-CM:S42.101A,INJ004
ICD10-CM:S42.101B,INJ004
ICD10-CM:S42.101D,INJ041
ICD10-CM:S42.101G,INJ041
ICD10-CM:S42.101K,INJ041
ICD10-CM:S42.101P,INJ041
ICD10-CM:S42.101S,INJ073
ICD10-CM:S42.102A,INJ004
ICD10-CM:S42.102B,INJ004
ICD10-CM:S42.102D,INJ041
ICD10-CM:S42.102G,INJ041
ICD10-CM:S42.102K,INJ041
ICD10-CM:S42.102P,INJ041
ICD10-CM:S42.102S,INJ073
ICD10-CM:S42.109A,INJ004
ICD10-CM:S42.109B,INJ004
ICD10-CM:S42.109D,INJ041
ICD10-CM:S42.109G,INJ041
ICD10-CM:S42.109K,INJ041
ICD10-CM:S42.109P,INJ041
ICD10-CM:S42.109S,INJ073
ICD10-CM:S42.111A,INJ004
ICD10-CM:S42.111B,INJ004
ICD10-CM:S42.111D,INJ041
ICD10-CM:S42.111G,INJ041
ICD10-CM:S42.111K,INJ041
ICD10-CM:S42.111P,INJ041
ICD10-CM:S42.111S,INJ073
ICD10-CM:S42.112A,INJ004
ICD10-CM:S42.112B,INJ004
ICD10-CM:S42.112D,INJ041
ICD10-CM:S42.112G,INJ041
ICD10-CM:S42.112K,INJ041
ICD10-CM:S42.112P,INJ041
ICD10-CM:S42.112S,INJ073
ICD10-CM:S42.113A,INJ004
ICD10-CM:S42.113B,INJ004
ICD10-CM:S42.113D,INJ041
ICD10-CM:S42.113G,INJ041
ICD10-CM:S42.113K,INJ041
ICD10-CM:S42.113P,INJ041
ICD10-CM:S42.113S,INJ073
ICD10-CM:S42.114A,INJ004
ICD10-CM:S42.114B,INJ004
ICD10-CM:S42.114D,INJ041
ICD10-CM:S42.114G,INJ041
ICD10-CM:S42.114K,INJ041
ICD10-CM:S42.114P,INJ041
ICD10-CM:S42.114S,INJ073
ICD10-CM:S42.115A,INJ004
ICD10-CM:S42.115B,INJ004
ICD10-CM:S42.115D,INJ041
ICD10-CM:S42.115G,INJ041
ICD10-CM:S42.115K,INJ041
ICD10-CM:S42.115P,INJ041
ICD10-CM:S42.115S,INJ073
ICD10-CM:S42.116A,INJ004
ICD10-CM:S42.116B,INJ004
ICD10-CM:S42.116D,INJ041
ICD10-CM:S42.116G,INJ041
ICD10-CM:S42.116K,INJ041
ICD10-CM:S42.116P,INJ041
ICD10-CM:S42.116S,INJ073
ICD10-CM:S42.121A,INJ004
ICD10-CM:S42.121B,INJ004
ICD10-CM:S42.121D,INJ041
ICD10-CM:S42.121G,INJ041
ICD10-CM:S42.121K,INJ041
ICD10-CM:S42.121P,INJ041
ICD10-CM:S42.121S,INJ073
ICD10-CM:S42.122A,INJ004
ICD10-CM:S42.122B,INJ004
ICD10-CM:S42.122D,INJ041
ICD10-CM:S42.122G,INJ041
ICD10-CM:S42.122K,INJ041
ICD10-CM:S42.122P,INJ041
ICD10-CM:S42.122S,INJ073
ICD10-CM:S42.123A,INJ004
ICD10-CM:S42.123B,INJ004
ICD10-CM:S42.123D,INJ041
ICD10-CM:S42.123G,INJ041
ICD10-CM:S42.123K,INJ041
ICD10-CM:S42.123P,INJ041
ICD10-CM:S42.123S,INJ073
ICD10-CM:S42.124A,INJ004
ICD10-CM:S42.124B,INJ004
ICD10-CM:S42.124D,INJ041
ICD10-CM:S42.124G,INJ041
ICD10-CM:S42.124K,INJ041
ICD10-CM:S42.124P,INJ041
ICD10-CM:S42.124S,INJ073
ICD10-CM:S42.125A,INJ004
ICD10-CM:S42.125B,INJ004
ICD10-CM:S42.125D,INJ041
ICD10-CM:S42.125G,INJ041
